;gndIdentifier;GND_name;GND_occupation;GND_gender;GND_country;placeOfBirth;GND_birth;GND_death;periodOfActivity
46816;126508062;"Kolnberger, Anton M. ""Koli""";Illustrator, Schriftsteller;Männlich;Deutschland;Reisbach;1906.0;1976.0;
46817;173678394;Wald, Carl;Schriftsteller;Unbekannt;Deutschland;;1856.0;1904.0;
46818;1287317111;Wintzer, Wilhelm;Lehrer, Redakteur, Schriftsteller;Männlich;Deutschland;Nauendorf (Saalekreis);1867.0;1944.0;
46819;1031392653;Kircheiss, Karl;Kapitän, Schriftsteller, Reiseschriftsteller;Männlich;Deutschland;Hamburg;1887.0;1953.0;
46820;1285888286;Nesbeda, Josef;Schriftsteller, Beamter, Schriftsteller;Männlich;Deutschland, Österreich;Wien;1861.0;1892.0;
46821;1285892577;Rapp, Alfons;Lehrer, Schriftsteller;Männlich;Deutschland;Lamerdingen-Dillishausen;1858.0;1925.0;
46822;1285893360;Rapp, Thomas;Lehrer, Schriftsteller;Männlich;Deutschland;Krumbach-Edenhausen;1825.0;1871.0;
46823;1060157632;Schwarz, Leopold;Pfarrer, Katholischer Theologe, Schriftsteller;Männlich;Deutschland;Zusmarshausen;1897.0;1960.0;
46824;1285974921;Schulze-Muhr, Rainer;Wirtschaftsingenieur, Autor, Schriftsteller;Männlich;Deutschland;Kempten (Allgäu);1964.0;2020.0;
46825;1030441278;Jaeger, Volkmar;Fotograf, Grafiker, Schriftsteller, Dekorateur, Programmierer, Hörschädigung;Männlich;Deutschland;Leipzig;1928.0;2019.0;
46826;1030492794;Münch, Andreas;Prediger, Schriftsteller;Männlich;Deutschland;;1984.0;;
46827;1285188195;Unger, Kolja;Schriftsteller;Männlich;Deutschland;Hamburg;1989.0;;
46828;1284634787;Lietzau, Nicolas;Schriftsteller, Spieleentwickler, Musiker;Männlich;Deutschland;München;1991.0;;
46829;173662617;Jonas, Wilhelm;Kaufmann, Schriftsteller;Männlich;Deutschland;Königsberg;1800.0;1881.0;
46830;140898670;Banniza von Bazan, Heinrich;Historiker, Genealoge, Schriftsteller;Unbekannt;Deutschland;Riga;1904.0;1950.0;
46831;140899693;Hampel, Bruno;Schriftsteller, Drehbuchautor, Schauspieler, Journalist, Schriftsteller;Männlich;Deutschland;Berlin;1920.0;1996.0;
46832;173665047;Wendt, Jaromar Paul;Schriftsteller, Freimaurer, Schriftsteller;Männlich;Deutschland;Frankfurt (Oder);1840.0;1914.0;
46833;140919481;Hadulla, Axel;Schriftsteller;Unbekannt;Deutschland;Aurich;1950.0;;
46834;1061912957;Kugelstadt, Hermann;Regisseur, Regisseur, Schriftsteller, Filmregisseur;Männlich;Deutschland;;1912.0;2001.0;
46835;142986275;Mendelssohn, Erich von;Schriftsteller, Übersetzer;Männlich;Estland, Dänemark, Deutschland;Dorpat;1887.0;1913.0;
46836;142989185;Krupa, Klaus;Lehrer, Schriftsteller;Männlich;Deutschland;Wittenberg;1935.0;;
46837;1286773679;Schreiber, Marco;Lehrer, Schriftsteller;Männlich;Deutschland;;1973.0;;
46838;1286266327;Asteroth, Matthias;Schriftsteller, Informatik;Männlich;Deutschland;Hamburg;1969.0;;
46839;1286508398;Nassauer, Rudolf;Schriftsteller;Männlich;Großbritannien, Deutschland;;1924.0;1996.0;
46840;142872075;Sacher, Manfred;Schriftsteller;Unbekannt;Deutschland;;1941.0;;
46841;142879983;Dassler, Franz;Industriekaufmann, Schriftsteller;Männlich;Deutschland;;1899.0;1968.0;
46842;142883468;Oehl, Erwin;Künstler, Schriftsteller;Männlich;Deutschland;;1907.0;1988.0;
46843;14309615X;Hartwig, Thomas;Schriftsteller, Kameramann, Regisseur, Drehbuchautor;Männlich;Deutschland;Rostock;1941.0;;
46844;143105647;Krieck, Manfred;Archivar, Archivdirektor, Philosoph, Schriftsteller, Chronist;Männlich;Deutschland;Unterwirbach;1930.0;;
46845;1061999742;Lerel, Max;Schauspieler, Sprecher, Schauspieler, Schriftsteller, Tänzer;Männlich;Deutschland, Schweiz;Aigle;1894.0;1962.0;
46846;1300127538;Quante, Timo;Schriftsteller, Chief Operating Officer;Männlich;Deutschland;Wolfsburg;1984.0;;
46847;1305801601;Goos, Gunivortus;Schriftsteller;Männlich;Niederlande, Deutschland;Groningen;1948.0;;
46848;1062003632;Sternheim, Julius;Filmschaffender, Drehbuchautor, Produktionsleiter, Filmproduzent, Schriftsteller;Männlich;Südafrika, Deutschland;Hannover;1881.0;1940.0;
46849;1305816420;Frech, Louis;Schriftsteller;Männlich;Deutschland;;1858.0;1936.0;
46850;143119451;Galvagni, Helmut;Journalist, Schriftsteller, Kaufmann;Männlich;Deutschland;Würzburg;1929.0;;1975
46851;143138324;Prince, K. Michael;Übersetzer, Schriftsteller;Unbekannt;Deutschland;;1959.0;;
46852;142806250;Prieto, Julio;Romanist, Schriftsteller;Männlich;Spanien, Kanada, Deutschland, USA;Madrid;1968.0;;
46853;142830968;Dietlein, Ernst;Archivar, Lehrer, Pfarrer, Schriftsteller, Heimatkundler;Männlich;Deutschland;Hof (Saale);1884.0;1954.0;
46854;142909211;Gania, Michael J.;Verwaltungswirt, Hotelier, Schriftsteller;Unbekannt;Mexiko, Deutschland;;1950.0;;
46855;142920053;Dickmann, Hermann;Lehrer, Erzieher, Schriftsteller, Librettist, Schriftsteller;Männlich;Deutschland;Mülheim an der Ruhr;1836.0;1897.0;
46856;142921637;Epstein, Sigismund Stefan;Schriftsteller;Unbekannt;Deutschland;Warschau;1866.0;;
46857;173084990;Havlíček, Jiří;Schriftsteller;Männlich;Deutschland, Tschechische Republik;Berlin;1913.0;1999.0;
46858;143047086;Meltzer, Adolph Heinrich;Philosoph, Schriftsteller, Buchhändler;Unbekannt;Deutschland;Bischofswerda;1761.0;1807.0;
46859;143058185;Popp, Wilhelm;Lehrer, Schriftsteller;Unbekannt;Deutschland;;1870.0;1938.0;
46860;143061534;Erbstein, Max;Schriftsteller;Unbekannt;Deutschland;;1903.0;1985.0;
46861;1064028594;Brandhurst, Christoph;Journalist, Redakteur, Schriftsteller;Männlich;Deutschland;;1971.0;;
46862;1020894180;Melkus, Dragan;Maler, Illustrator, Schriftsteller;Unbekannt;Deutschland, Kroatien;;1864.0;1917.0;
46863;1020897007;Hartung, Hans-Joachim;Schriftsteller, Autor;Männlich;Deutschland;Mühlhausen/Thüringen;1923.0;;
46864;1022549820;Alberti, Rüdiger;Lutherischer Theologe, Pfarrer, Schriftsteller;Männlich;Deutschland;Bärenstein (Loßburg);1898.0;1953.0;
46865;1022599119;Leffler, Friedrich;Schriftsteller, Betriebswirt;Männlich;Deutschland;Waltershausen;1958.0;;
46866;1066603898;Goes, Siegfried;Schriftsteller;Männlich;Deutschland;;1914.0;1943.0;
46867;1308738668;Borszewicz, Jarosław;Schriftsteller;Männlich;Deutschland;;1956.0;2016.0;
46868;106661296X;Berg, Eric;Schriftsteller, Kriminalschriftsteller, Kaufmann;Männlich;Spanien, Deutschland;Königstein im Taunus;1966.0;;
46869;1066616485;Taubert, Hans;Botaniker, Chemiker, Arzt, Schriftsteller, Landwirt;Männlich;Deutschland;Falkenstein/Vogtl.;1928.0;;
46870;1066694834;Kunin, Boris;Journalist, Schriftsteller;Männlich;Deutschland, Weißrussland;;1958.0;;
46871;124608558;Winzer, Peter;Sozialpädagoge, Schriftsteller;Männlich;Deutschland;Halle (Saale);1959.0;;
46872;1063068703;Ranisch, Johann Gottfried;Jurist, Schriftsteller;Männlich;Deutschland;Zeitz;1761.0;;
46873;124608647;Inkiow, Dimiter;Schriftsteller, Regisseur, Kinderbuchautor;Männlich;Deutschland, Bulgarien;Chaskowo;1932.0;2006.0;
46874;124610773;Sauer, Joscha;Zeichner, Cartoonist, Schriftsteller;Männlich;Deutschland;Frankfurt am Main;1978.0;;
46875;1021439754;Koehler, George;Schriftsteller, Musiker;Unbekannt;Deutschland;Hamburg;1960.0;;
46876;124613934;Decimator, Heinrich;Philologe, Pfarrer, Astronom, Kantor, Schriftsteller;Männlich;Deutschland;Gifhorn;1555.0;1627.0;
46877;124615813;Bornmeister, Simon;Schriftsteller, Kirchenlieddichter, Lutherischer Theologe, Gymnasiallehrer, Rektor;Männlich;Deutschland;Nürnberg;1632.0;1688.0;
46878;124880606;Gans, Johann;Katholischer Theologe, Genealoge, Mönch, Hochschullehrer, Pfarrer, Beichtvater, Hofprediger, Schriftsteller, Übersetzer;Männlich;Österreich, Deutschland;Würzburg;1591.0;1662.0;
46879;1067757201;Singer, Karl;Übersetzer, Schriftsteller;Männlich;Deutschland;Wien;1902.0;1956.0;
46880;1022234803;Schwarz, Ernst Michael;Lehrer, Schriftsteller;Männlich;Deutschland;Leipzig;1947.0;;
46881;124979130;Kettenburg, Kuno von der;Jurist, Gutsherr, Abgeordneter, Konvertit, Katholik, Schriftsteller;Männlich;Deutschland;;1811.0;1882.0;
46882;124985386;Boddien, Gustav von;Forstwirt, Schriftsteller;Männlich;Deutschland;Ludwigslust;1814.0;1870.0;
46883;124985912;Kastenholz, Markus;Schriftsteller;Männlich;Deutschland;Rüdesheim am Rhein;1966.0;;
46884;125001002;Batz, Michael;Künstler, Schriftsteller, Germanistik;Männlich;Deutschland;;1951.0;;
46885;125008163;Schuster, Frank;Schriftsteller, Journalist;Unbekannt;Deutschland;;1969.0;;
46886;1067875271;Degris, Pawel;Landschaftsgärtner, Forstarbeiter, Schriftsteller;Weiblich;Deutschland;;1952.0;;
46887;1067302336;Witt, Herbert;Drehbuchautor, Schauspieler, Schauspieler, Schriftsteller, Tänzer;Männlich;Deutschland;;1900.0;1980.0;
46888;1022809946;Premper, Tobias;Schriftsteller, Buchkünstler;Männlich;Deutschland;Celle;1974.0;;
46889;1305717198;Stute, Willy;Schriftsteller;Unbekannt;Deutschland;Oberneuland (Bremen);1891.0;;
46890;1021954659;Kerl, Werner;Schriftsteller, Ingenieur;Unbekannt;Deutschland;Bremen;1939.0;;
46891;1021985236;Ehrenbaum, Johann;Schriftsteller;Männlich;Deutschland;;1803.0;1879.0;
46892;1022012584;Lederer, Michael;Schriftsteller;Männlich;Deutschland, USA;Princeton, NJ;1956.0;;
46893;173177328;Coremans, Victor;Journalist, Schriftsteller, Philosoph;Männlich;Belgien, Deutschland;Brüssel;1802.0;1872.0;
46894;1277323801;Scheid, Max;Schriftsteller;Männlich;Deutschland;Saarlouis;1856.0;1944.0;
46895;1023062682;Wanner, Heinrich;Pädagoge, Lehrer, Schulleiter, Schriftsteller, Freimaurer;Männlich;Deutschland;;1838.0;1922.0;
46896;172850339;Graf, Guido;Literaturwissenschaftler, Journalist, Schriftsteller, Moderator, Autor, Hochschullehrer;Männlich;Deutschland;Hildesheim;1966.0;;
46897;1023066475;König, Karl;Evangelischer Theologe, Pfarrer, Schriftsteller, Kirchenrat;Männlich;Deutschland;Bad Langensalza;1868.0;1948.0;
46898;102309049X;GardenStone;Schriftsteller;Männlich;Deutschland, Niederlande;;1948.0;;
46899;1277559074;Küper, Thorsten;Journalist, Blogger, Schriftsteller;Männlich;Deutschland;;1969.0;;
46900;1022442678;Thyrêt, Paul;Schriftsteller, Redakteur, Fernsehredakteur, Drehbuchautor;Männlich;Deutschland;Bernau bei Berlin;1925.0;;
46901;1022442988;Magnus, Manfred;Schriftsteller;Unbekannt;Deutschland;Magdeburg;1924.0;;
46902;1283602768;Wachowski, Klaus;Schriftsteller;Männlich;Deutschland;Edenkoben;1951.0;;
46903;1018921400;Bärwinkel, Roland;Germanist, Schriftsteller;Männlich;Deutschland;Magdeburg;1958.0;;
46904;1019013281;Schenk, Manuel;Schriftsteller, Autor;Männlich;Deutschland;Unna;1976.0;;
46905;1019039396;Uckert, Rüdiger;Volkswirt, Schriftsteller;Unbekannt;Deutschland;Essen;1960.0;;
46906;124929869;Pfeffer, Paul;Schriftsteller, Bürgermeister, Jurist;Unbekannt;Deutschland;;1651.0;1736.0;
46907;101905980X;Döhren, Jakob von;Schriftsteller;Männlich;Deutschland;Hamburg;1746.0;1800.0;
46908;1023414694;Wenzel, Heinrich Christoph;Justizbeamter, Schriftsteller;Männlich;Deutschland;Waldenburg (Schlesien);1807.0;;
46909;1023416301;Geyer, Hans-Joachim;Schriftsteller, Spion;Männlich;Deutschland;Rathenow;1901.0;1972.0;
46910;1019843705;Maspoli, Sergio;Schriftsteller, Regisseur, Schriftsteller;Männlich;Deutschland, Schweiz;Zürich;1920.0;1987.0;
46911;124827861;Müller, Wilko;Übersetzer, Pädagoge, Schriftsteller;Männlich;Deutschland;Halle (Saale);1962.0;;
46912;124837867;Bär, Ernst;Journalist, Schriftsteller, Theaterdirektor;Männlich;Italien, Österreich, Deutschland;Meran;1919.0;1985.0;
46913;124839622;Graf, Otto;Politiker, Schriftsteller;Männlich;Deutschland;München;1892.0;1971.0;
46914;1023494140;O'Melly, Charles;Schriftsteller;Unbekannt;Deutschland;;1983.0;;
46915;124843824;Jones, Ernest Charles;Schriftsteller, Rechtsanwalt, Politiker;Männlich;Deutschland, Großbritannien;Berlin (Seedorf, Segeberg);1819.0;1869.0;
46916;101995504X;Ulrich, Sven;Schriftsteller, Drehbuchautor;Männlich;Deutschland;Berlin;1965.0;;
46917;1020029498;Wittich, Manfred;Schriftsteller, Journalist, Literarhistoriker;Männlich;Deutschland;Greiz;1851.0;1902.0;
46918;1024052311;Erbse, Walter;Arzt, Schriftsteller;Männlich;Deutschland;Rudolstadt;1888.0;1961.0;
46919;1024149978;Lörcher, Ulrich;Schriftsteller, Redakteur, Herausgeber, Journalist, Schriftsteller;Männlich;Deutschland;Lorch (Ostalbkreis, Region);1869.0;1930.0;
46920;1024104648;Rech, Friedrich;Schriftsteller;Unbekannt;Deutschland;;1883.0;1951.0;
46921;1024111806;Faust, Philipp;Schriftsteller, Maurer;Männlich;Deutschland;Nieder-Olm;1898.0;1959.0;
46922;1024112160;Kudrnofsky, Wolfgang;Schriftsteller, Fotograf, Journalist, Schriftsteller;Männlich;Deutschland, Österreich;Wien;1927.0;2010.0;
46923;1024167992;Nowag, Ralph;Schriftsteller, Musiker;Männlich;Deutschland;;1954.0;;
46924;1023334933;Gail, Otto Willi;Schriftsteller;Männlich;Deutschland;Gunzenhausen;1896.0;1956.0;
46925;1024559432;Garvens, Erwin;Regierungsrat, Jurist, Schriftsteller;Männlich;Deutschland;Hamburg;1883.0;1969.0;
46926;1299064051;Bartels, Rainer;Schriftsteller;Männlich;Schweiz, Deutschland;Goslar;1947.0;;
46927;1024592219;Dahne, Gerhard;Schriftsteller, Verleger, Publizist, Übersetzer;Männlich;Deutschland;Berlin;1934.0;2020.0;
46928;1299223591;Porst, Herbert;Lehrer, Puppenspieler, Schriftsteller;Unbekannt;Deutschland;Kreis Gołdap;1898.0;1985.0;
46929;1024594459;Geis, Franz Ferdinand;Redakteur, Schriftsteller;Männlich;Deutschland;;1888.0;1967.0;
46930;1024752518;Gruhl, Hans;Arzt, Kinderarzt, Schriftsteller;Männlich;Deutschland;Bad Altheide;1921.0;1966.0;
46931;125937520;Tscheck, Ewald;Schriftsteller;Unbekannt;Deutschland;Berlin;1895.0;1956.0;
46932;1024786757;Brodersen, L.;Prediger, Schriftsteller;Männlich;Deutschland;Niebüll;1716.0;1806.0;
46933;1023231425;Brauns, Dirk;Journalist, Schriftsteller;Männlich;Deutschland, Deutschland (DDR);Berlin (Ost);1968.0;;
46934;172802628;Ehrenborg, Ferdinand;Katholischer Theologe, Schriftsteller;Unbekannt;Deutschland, Italien;;1862.0;1941.0;
46935;1023863189;Damman, Wilhelm Heinrich;Schriftsteller;Männlich;Deutschland;;1889.0;;
46936;1023867796;Baltes, Adalbert;Dramaturg, Schriftsteller, Regisseur, Drehbuchautor, Schriftsteller, Dramaturg;Männlich;Deutschland;Wiesbaden;1916.0;1992.0;
46937;1023876671;Gröttrup, Bernhard;Schriftsteller, Verleger;Männlich;Deutschland;;1883.0;1953.0;
46938;1023547295;Crome, Peter;Journalist, Schriftsteller;Unbekannt;Deutschland, Japan;;1938.0;2004.0;
46939;1298888689;Ebel, Ernst Willi;Schriftsteller, Geschäftsführer;Männlich;Deutschland;Düsseldorf;1899.0;;
46940;1023559692;Bayce, Ethan;Schriftsteller, Sozialarbeiter;Männlich;Deutschland;;1969.0;;
46941;1023562359;Hölzl, Martin;Radio- und Fernsehtechniker, Schriftsteller;Unbekannt;Deutschland;;1948.0;;
46942;1024184749;Firle, Rudolph;Führungskraft, Volkswirt, Schriftsteller, Marineoffizier;Männlich;Deutschland;Bonn;1881.0;1969.0;
46943;1024186326;Yünlü, Sedat;Schriftsteller;Männlich;Türkei, Deutschland;;1966.0;;
46944;172779502;Campenhausen, Leyon P.;Schriftsteller;Männlich;Russland, Deutschland, Lettland;Riga;1746.0;1807.0;
46945;1297868285;Heinz Werner, Wulff;Schriftsteller;Männlich;Deutschland;;1889.0;1952.0;
46946;1023632489;Collin-Schönfeld, Ernst;Schriftsteller, Lehrer, Archivar;Männlich;Deutschland, Großbritannien;;1882.0;1953.0;
46947;1023939711;Rossmüller, Ernst;Schriftsteller;Männlich;Deutschland;München;1923.0;;
46948;1023671026;Steiger, Joachim;Schriftsteller, Buchhändler;Männlich;Deutschland;;1959.0;;
46949;1023965771;Peisker, Horst;Schriftsteller, Übersetzer;Männlich;Deutschland;Mittelsinn;1939.0;2012.0;
46950;1023674955;Hildebrandt, Martin;Schriftsteller, Redakteur;Männlich;Deutschland;Magdeburg;1854.0;1925.0;
46951;1023692430;Bonin, Friedrich von;Schriftsteller, Rechtsanwalt;Männlich;Deutschland;;1946.0;;
46952;172871948;Sā'idī, Ǧamīl Ḥusain as;Schriftsteller;Unbekannt;Irak, Deutschland;;1952.0;;
46953;1024401766;Lindsay, Ted;Schriftsteller;Männlich;Schweiz, Deutschland;;1959.0;;
46954;1023942062;Felden, Karl;Buchhändler, Schriftsteller;Männlich;Deutschland;Einbeck;1871.0;;
46955;1023979926;Bayerthal, Fritz Leo;Kunsthistoriker, Kunstkritiker, Schriftsteller;Männlich;Deutschland, Uruguay;;1899.0;1985.0;
46956;1297350545;Ramera, Ullla;Schriftsteller;Unbekannt;Deutschland;;1949.0;;
46957;1024501825;Falk, Andy;Schriftsteller, Sozialwissenschaftler;Unbekannt;Deutschland;;1980.0;;
46958;1023756854;Brod, Leo;Journalist, Schriftsteller, Jurist;Männlich;Tschechische Republik, Großbritannien, Deutschland;Prag;1905.0;1988.0;
46959;102377500X;Claudius, Erich;Schriftsteller, Schauspieler, Regisseur, Schauspieler;Männlich;Deutschland;Freyburg (Unstrut);1888.0;1940.0;1908
46960;173842909;Belicke, Kurt;Schauspieler, Schriftsteller;Unbekannt;Deutschland;;1929.0;1993.0;
46961;1011653532;Langer, Siegfried;Schriftsteller;Männlich;Deutschland;Memmingen;1966.0;;
46962;1011654628;Künzel, Gerd;Ingenieur, Schriftsteller;Männlich;Deutschland;Zwickau;1945.0;;
46963;127610524X;Heiseler, Henry von;Übersetzer, Slawist, Schriftsteller;Männlich;Deutschland;Sankt Petersburg;1875.0;1928.0;
46964;1011662639;Happel, Wilfried;Schriftsteller, Theaterregisseur;Männlich;Deutschland;Nürnberg;1965.0;;
46965;1017052468;Walte, Franz;Notar, Schriftsteller, Übersetzer;Unbekannt;Deutschland;Bremen;1783.0;;
46966;1014439892;Grein, Heinrich;Schriftsteller, Oberlehrer, Sozialist;Männlich;Deutschland;Hamburg;1882.0;1952.0;
46967;1014494648;Willumeit, Christoph;Schriftsteller;Unbekannt;Deutschland;Hamburg;1963.0;;
46968;1283948028;Schwietzke, Martin;Schriftsteller, Deutschlehrer, Übersetzer, Lektor <Hochschule>;Männlich;Deutschland;Offenbach am Main;1981.0;;
46969;1014346207;Dunham, Tony;Schriftsteller, Schauspieler;Männlich;Deutschland, Großbritannien;London;1956.0;;
46970;124766315;Sprado, Hans-Hermann;Journalist, Schriftsteller;Männlich;Deutschland;Bassum;1956.0;2014.0;
46971;101383433X;Göll, Franz;Schriftsteller;Männlich;Deutschland;;1899.0;1984.0;
46972;124776698;Viedert, Johann Friedrich;Schauspieler, Schriftsteller, Dramaturg, Schauspieler, Schriftsteller, Dramaturg;Männlich;Deutschland;Chemnitz;1791.0;1857.0;1821
46973;124908233;Saga, Markus;Schriftsteller;Unbekannt;Deutschland;;1965.0;;
46974;1014635691;Hiller, Friedrich;Dekan <Kirche>, Schriftsteller;Männlich;Deutschland;Burgpreppach;1861.0;1947.0;
46975;124915175;Pelzer, Georg;Schriftsteller;Männlich;Deutschland;Mönchengladbach;1959.0;;
46976;101965791X;Chanois, Jean-Paul le;Schauspieler, Regisseur, Drehbuchautor, Schauspieler, Regisseur, Schriftsteller;Männlich;Frankreich, Deutschland;Paris;1909.0;1985.0;
46977;124922678;Kröhnke, Friedrich;Schriftsteller;Männlich;Deutschland;Darmstadt;1956.0;;
46978;124479073;Hymmen, Johann Wilhelm Bernhard von;Jurist, Liederdichter, Schriftsteller, Komponist;Männlich;Deutschland;Schwelm;1725.0;1787.0;
46979;124481876;Pflaum, Stefan;Schriftsteller, Linguist;Männlich;Deutschland;München;1943.0;;
46980;124489281;Porezag, Karsten;Schriftsteller, Versicherungskaufmann;Männlich;Deutschland;;1944.0;;
46981;124498264;Puppe, Peter;Lehrer, Schriftsteller;Männlich;Deutschland;;1943.0;;
46982;1014235510;Adler, Peter;Schriftsteller, Drehbuchautor, Regisseur;Männlich;Deutschland;Dresden;1923.0;;
46983;1013987772;Kraft, Martin;Schriftsteller;Unbekannt;Deutschland;Freising;1975.0;;
46984;124698697;Schmidt, Kai;Schriftsteller, Dramaturg;Männlich;Deutschland;Rüsselsheim;1963.0;;
46985;124700187;Carus, Benno;Schriftsteller, Zeichner;Unbekannt;Deutschland;;1948.0;2013.0;
46986;124705847;Braun, Peter;Journalist, Autor, Dozent, Schriftsteller;Männlich;Deutschland;Bamberg;1960.0;2016.0;
46987;1014061709;Kyr, Oliver;Filmregisseur, Schriftsteller, Regisseur, Drehbuchautor;Männlich;Deutschland;Freiburg im Breisgau;1970.0;;
46988;12471269X;Weppen, Johann August;Schriftsteller, Beamter;Unbekannt;Deutschland;Northeim;1741.0;1812.0;
46989;124715966;Kuhlbrodt, Dietrich;Schriftsteller, Filmkritiker, Staatsanwalt, Schauspieler, Regisseur, Drehbuchautor;Männlich;Deutschland;Hamburg;1932.0;;
46990;124718485;Stein, Johann;Pfarrer, Schriftsteller;Männlich;Deutschland;Rostock;1579.0;1663.0;
46991;124722857;Appel, Walter;Schriftsteller;Männlich;Deutschland;Seligenstadt;1948.0;;
46992;124724450;Miroulaeus, Henricus;Apotheker, Schriftsteller;Unbekannt;Deutschland, Belgien;Antwerpen;1551.0;1621.0;
46993;1019352620;Lewinsky, Josef;Schriftsteller, Musikkritiker, Theaterkritiker, Musikkritiker, Sänger;Männlich;Deutschland, Tschechische Republik;Proßnitz;1839.0;1924.0;
46994;1281134295;Sediyani, Ibrahim;Journalist, Schriftsteller;Männlich;Türkei, Deutschland;;1972.0;;
46995;1281170607;Kqiku, Fatbardh;Schriftsteller;Männlich;Deutschland;Augsburg;1996.0;;
46996;124595154;Brose, Wolfgang;Schriftsteller;Männlich;Deutschland;Neustrelitz;1952.0;;
46997;124679196;Schreiter, Johann;Pfarrer, Lutherischer Theologe, Superintendent, Generalsuperintendent, Gymnasiallehrer, Rektor, Schriftsteller;Männlich;Deutschland;Annaberg (Erzgebirge);1578.0;1638.0;
46998;1015249256;Elbrecht, Mike;Schriftsteller, Friseur;Unbekannt;Deutschland;Kamen;1966.0;;
46999;1015283942;Werberg, Otto;Tänzer, Choreograf, Schriftsteller, Tänzer, Choreograf;Männlich;Argentinien, Deutschland, Österreich;Wien;1909.0;2002.0;
47000;1019484365;Wolf, Jonas;Schriftsteller;Unbekannt;Deutschland;;1975.0;;
47001;1281456322;Müller, Hanns;Schriftsteller;Männlich;Deutschland;;1901.0;;
47002;124857531;Carsenty, Daniel;Schriftsteller, Kameramann;Männlich;Deutschland;Frankfurt am Main;1982.0;;
47003;1015113370;Goldfeld, Julius;Rechtsanwalt, Schriftsteller;Männlich;Deutschland;Hamburg;1860.0;1937.0;
47004;1015113419;Klaus, Albert;Bibliothekar, Schriftsteller, Kinderbuchautor;Männlich;Deutschland;Neubrandenburg;1902.0;1983.0;
47005;124508731;Rittinger, Engelbert;Schriftsteller;Männlich;Deutschland;;1929.0;2000.0;
47006;1015145345;Karnatz, Ludwig;Schriftsteller, Heimatschriftsteller, Steuerbeamter;Männlich;Deutschland;Penzlin;1879.0;1939.0;
47007;124518974;Sauter, Eugen;Fotograf, Lehrer, Schriftsteller;Männlich;Deutschland;Ulm;1921.0;;
47008;1019173939;Pertens, Ein Meter;Schriftsteller;Unbekannt;Deutschland;München;1974.0;;
47009;1019175575;Kai, Johannes;Schriftsteller, Drehbuchautor, Regisseur;Männlich;Deutschland;Kairo;1912.0;1999.0;
47010;1014940095;Kraus, Franz;Arzt, Gynäkologe, Apotheker, Schriftsteller;Männlich;Deutschland;Freising;1916.0;2014.0;
47011;172504686;Basch, Ernst;Schriftsteller, Historiker;Männlich;Deutschland, USA;München;1909.0;1983.0;
47012;174090331;Wieck, Wilfried;Psychologe, Schriftsteller;Männlich;Deutschland;;1938.0;2000.0;
47013;174034067;Christern, Karl;Schriftsteller;Männlich;Deutschland;Hamburg;1812.0;;
47014;174044844;Wagner, Rüdiger;Oberstudienrat, Studiendirektor, Schriftsteller, Lehrer;Männlich;Deutschland;Bytom;1939.0;2007.0;
47015;1282192485;Kempa, Brian-Scott;Historiker, Schriftsteller;Männlich;Deutschland;;1993.0;;
47016;1282194593;Hutter, Franz;Pfarrer, Schriftsteller;Männlich;Deutschland, Österreich;Weiz;1874.0;1959.0;
47017;172188288;Klausner, Max A.;Schriftsteller, Journalist;Unbekannt;Juden, Deutschland;Kobylin;1848.0;1910.0;
47018;174126360;Molindes, Franz;Theologe, Schriftsteller;Männlich;Deutschland;Mainz;1678.0;1768.0;
47019;100020666;Ring, Friedrich Dominik;Schriftsteller, Literarhistoriker, Hofrat;Männlich;Deutschland;Straßburg;1726.0;1809.0;
47020;100041213;Bilderbeck, Ludwig Franz von;Schriftsteller, Hofbeamter;Männlich;Frankreich, Deutschland;Weißenburg (Elsass);1764.0;1833.0;
47021;100042910;Riem, Johann;Landwirt, Schriftsteller, Selbstverleger;Männlich;Deutschland;Frankenthal (Pfalz);1730.0;1807.0;
47022;128411996;Heitz, Markus;Schriftsteller, Journalist;Männlich;Deutschland;Homburg (Saarpfalz-Kreis);1971.0;;
47023;1012904237;Kelten, Ralf;Schriftsteller, Bauingenieur;Männlich;Deutschland;;1942.0;;
47024;172208084;Klemenz, Paul;Oberlehrer, Gymnasiallehrer, Literarhistoriker, Schriftsteller;Männlich;Deutschland;Turnau;1859.0;;
47025;128415908;Klose, Werner;Schriftsteller, Pädagoge;Unbekannt;Deutschland;;1923.0;1987.0;
47026;1012952665;Heyen, Matthias;Polizeibeamter, Schriftsteller;Männlich;Deutschland;Oldenburg (Oldenburg);1975.0;;
47027;1013027752;Tas, Simon;Journalist, Schriftsteller;Unbekannt;Deutschland;;1948.0;;
47028;1011279614;Weirether, Michael;Physiker, Schriftsteller;Unbekannt;Deutschland;Karlsruhe;1955.0;;
47029;128670487;Lampersberg, Gerhard;Schriftsteller, Komponist, Komponist;Männlich;Österreich, Deutschland;Hermagor- Pressegger See;1928.0;2002.0;
47030;128671319;Bulut, Nezir;Schriftsteller;Männlich;Deutschland, Türkei;;1974.0;;
47031;1013106342;Weinhold, Siegfried;Schriftsteller, Kinderbuchautor;Männlich;Deutschland;Drebach;1934.0;2002.0;
47032;101169221X;Öhlberger, Camillo;Schriftsteller, Fagottist, Musiker, Musikwissenschaftler, Hochschullehrer, Fagottist;Männlich;Deutschland, Österreich;Sankt Pölten;1921.0;2013.0;
