;ID;Titel;Inhalt;Semester;Art;Intervall_Start;Intervall_End;Universität;NER_Pers_Inhalt;NER_Pers_Titel
756;mainz0342;05.067.1130 HNDL/SFNL I-V (Master): Hans Blumenberg: Literarische Verfahren der Philosophie;;sose20;;2020-04;2020-08;mainz;;['Hans Blumenberg']
757;mainz0343;05.067.1130 HNDL/SFNL I-V (Master): Zeit bei Büchner;"Inhalt:
Das Phänomen Zeit begegnet bei der Lektüre der Werke und Briefe Georg Büchners rhetorisch, motivisch, metaphorisch und analytisch auf Schritt und Tritt, von der Thematisierung individuell und zeittypisch wahrgenommener Zeit etwa im Motiv der Langeweile über Betrachtungen der damaligen Gegenwart der 1830er Jahre bis hin zu Reflexionen über Geschichte als historisch gewordener oder auch aktuell gebliebener Zeit. Im Seminar werden wir uns mit diesem Diskursfeld eingehend befassen und auch die Kontexte in der Epoche des Vormärz oder Jungen Deutschlands dabei berücksichtigen, um literarhistorische sowie literatur- und kulturwissenschaftliche Deutungsperspektiven zu entwickeln und zu diskutieren.";sose20;;2020-04;2020-08;mainz;['Georg Büchners'];['Büchner']
758;mainz0344;"05.067.1130 HNDL/SFNL I-V (Master): Der ""Simplicissimus"" und die Majestätsbeleidigungsaffäre";"Inhalt:
Am 25.10.1898 wurde die Beschlagnahmung der sogenannten „Palästina-Nummer“ (die Titelillustration des Heftes und das mit dem Pseudonym Hieronymos unterzeichnete Gedicht „Im heiligen Land“ behandeln satirisch die Palästinareise Kaiser Wilhelms II.) der Münchner Wochenschrift „Simplicissimus“ durch das Landgericht in Leipzig (Druckort des „Simplicissimus“, weshalb die sächsischen Justizbehörden für die Untersuchung des Straftatbestands der Majestätsbeleidigung zuständig waren) angeordnet, am offiziellen Auslieferungstag dieser Nummer. Noch am selben Tag wurde der Haftbefehl gegen den verantwortlichen Redakteur und Verleger Albert Langen und die beiden beteiligten Künstler, den Zeichner Thomas Theodor Heine (von ihm stammt die Illustration des Titelblatts) und den Dichter von „Im heiligen Land“ (Frank Wedekind), wegen Majestätsbeleidigung (§ 95 des Reichstrafgesetzbuches) erlassen. Wir befassen uns im Seminar mit dieser Majestätsbeleidigungsaffäre, einem in der Kulturgeschichte der Moderne um 1900 prominenten Zensurfall. Wir sehen uns die inkriminierten Texte (gleich die nächste „Simplicissimus“-Nummer enthielt ein ebenfalls verbotenes Gedicht „Meerfahrt“ zum selben Zusammenhang) und diversen Stellungnahmen im „Simplicissimus“ und anderswo an, beschäftigen uns auch mit früheren Verboten der Zeitschrift und mit Reaktionen auf die Affäre, die auch literarisch produktiv gemacht wurde. So setzte sich Frank Wedekind in seinem satirischen Schauspiel „Oaha“ (1908) und dessen späterer Umarbeitung „Till Eulenspiegel“ (1916) mit der Affäre auseinander.";sose20;;2020-04;2020-08;mainz;['Wilhelms II.', 'Albert Langen', 'Thomas Theodor Heine', 'Frank Wedekind', 'Frank Wedekind'];['Simplicissimus']
759;mainz0345;05.067.1180 GNDL-PS/GNDL F: Einführungsproseminar Neuere Deutsche Literatur;"Inhalt:
Die Lehrveranstaltung zur Einführung in die Literaturwissenschaft soll den Studienanfänger/innen Grundkenntnisse vermitteln, die er für den literaturwissenschaftlichen Teil des Germanistikstudiums benötigt. Es soll mit wichtigen Hilfsmitteln literaturwissenschaftlichen Arbeitens und grundlegenden Arbeitstechniken bekanntmachen und zugleich zur Reflexion der Ziele und Methoden hinführen, in deren Dienst sie stehen.";sose20;;2020-04;2020-08;mainz;;
760;mainz0346;05.067.1180 GNDL-PS/GNDL B: Einführungsproseminar Neuere Deutsche Literatur;"Inhalt:
Die Lehrveranstaltung zur Einführung in die Literaturwissenschaft soll den Studienanfänger/innen Grundkenntnisse vermitteln, die er für den literaturwissenschaftlichen Teil des Germanistikstudiums benötigt. Es soll mit wichtigen Hilfsmitteln literaturwissenschaftlichen Arbeitens und grundlegenden Arbeitstechniken bekanntmachen und zugleich zur Reflexion der Ziele und Methoden hinführen, in deren Dienst sie stehen.";sose20;;2020-04;2020-08;mainz;;
761;mainz0347;05.067.1130 HNDL/SFNL I-V (Master): Lyriktheorie;"Inhalt:
Das Masterseminar ist historisch angelegt. Nach allgemeinen Vorklärungen geht es vor dem Hintergrund antiker und frühneuzeitlicher Überlegungen zu unterschiedlichen Formen des Gedichts im ersten Teil um die Entstehung eines einheitlichen Gattungsbegriffs Lyrik im 18. Jahrhundert. Dabei werden theoretische Äußerungen (u.a. von Herder) behandelt, in denen Lyrik als nichtmimetische Empfindungsrede gefasst wird. Das Seminar skizziert im zweiten Teil die Verfestigung und Systematisierung dieses Begriffs um 1800 zur Lyrik als subjektiver Gattung (bei Schiller, A. W. Schlegel, Goethe und Hegel). Im dritten Teil wird es um die Differenzierung, Transformation und Trivialisierung des Lyrikbegriffs im 19. Jahrhundert gehen (u.a. bei Schopenhauer, Storm und Nietzsche). Der vierte Teil wird die form- und kulturkritische Auflösung des Lyrikbegriffs im 20. Jahrhundert (u. a. bei Brecht, Benn und Adorno) untersuchen.
Zu den leitenden Aspekten des Seminars gehört über die Frage nach der Lyrik als Gattung hinaus auch das weite Verständnis von Lyrik als Inbegriff von Poesie. Das weite Verständnis hat innerhalb der Lyriktheorie immer auch die Diskussion allgemeiner ästhetischer Fragen erlaubt und erzwungen (u. a. bei Schelling, Hegel, Schopenhauer, Nietzsche, Benjamin, Heidegger und Adorno). Das Seminar wird zudem der Frage nachgehen, inwiefern die ästhetisch-philosophische Dimension des Lyrischen mit der im engeren Sinne literarisch-philologischen verbunden ist. Es interessiert sich daher nicht zuletzt für die Möglichkeiten und Grenzen unterschiedlicher Formen des Sprechens ‚über Lyrik’.";sose20;;2020-04;2020-08;mainz;['Herder', 'Schiller', 'A. W. Schlegel', 'Goethe', 'Hegel', 'Schopenhauer', 'Storm', 'Nietzsche', 'Brecht', 'Benn', 'Adorno', 'Schelling', 'Hegel', 'Schopenhauer', 'Nietzsche', 'Benjamin', 'Heidegger', 'Adorno'];
762;mainz0348;05.067.1180 GNDL-PS/GNDL A: Einführungsproseminar Neuere Deutsche Literatur;"Inhalt:
Die Lehrveranstaltung zur Einführung in die Literaturwissenschaft soll den Studienanfänger/innen Grundkenntnisse vermitteln, die er für den literaturwissenschaftlichen Teil des Germanistikstudiums benötigt. Es soll mit wichtigen Hilfsmitteln literaturwissenschaftlichen Arbeitens und grundlegenden Arbeitstechniken bekanntmachen und zugleich zur Reflexion der Ziele und Methoden hinführen, in deren Dienst sie stehen.";sose20;;2020-04;2020-08;mainz;;
763;mainz0349;05.067.1180 GNDL-PS/GNDL G: Einführungsproseminar Neuere Deutsche Literatur;"Inhalt:
Die Lehrveranstaltung zur Einführung in die Literaturwissenschaft soll den Studienanfänger/innen Grundkenntnisse vermitteln, die er für den literaturwissenschaftlichen Teil des Germanistikstudiums benötigt. Es soll mit wichtigen Hilfsmitteln literaturwissenschaftlichen Arbeitens und grundlegenden Arbeitstechniken bekanntmachen und zugleich zur Reflexion der Ziele und Methoden hinführen, in deren Dienst sie stehen.";sose20;;2020-04;2020-08;mainz;;
764;mainz0350;05.067.1130 HNDL/SFNL I-V (Master): Goethe, Faust I und II;"Inhalt:
Bertolt Brecht sprach im Hinblick auf die Wirkung von Goethes „Faust“ von Einschüchterung durch Klassizität. Seitdem hat die Tragödie nichts vom Nimbus eines äußert schwer verständlichen Werks eingebüßt. Es entpuppt sich jedoch, wenn man sich nur darauf einläßt, als durchaus gewitzter und im besten Sinne unterhaltsamer Text.

Schon Friedrich Schiller sah die Hauptschwierigkeit der Verbindung einer Volksfabel mit einem philosophischen Konzept darin, „zwischen dem Spaß und dem Ernst glücklich durchzukommen“. Das gilt gleichermaßen für die Entstehung wie für das Verständnis dieses Stücks. Denn es ist nicht nur darauf zu achten, was gesagt wird, sondern auch, von wem, in welcher Weise und in welchem Kontext es gesagt wird. Erst das artistische Zusammenspiel dieser Momente macht den besonderen literarischen Reiz von Goethes Hauptwerk aus. Ihre Choreographie und die sich aus ihr ergebenden Effekte nachzuvollziehen, ist das mit diesem Seminar verfolgte Ziel.";sose20;;2020-04;2020-08;mainz;['Bertolt Brecht', 'Goethes', 'Friedrich Schiller', 'Goethes'];['Goethe']
765;mainz0351;05.067.1130 HNDL/SFNL I-V (Master): Der „Bruderzwist“ Heinrich Mann – Thomas Mann;"Inhalt:
In der Forschung zu den Schriftstellerbrüdern Heinrich und Thomas Mann schwirrt das Wort von der „repräsentativen Gegensätzlichkeit“ herum (es stammt aus einem Brief Thomas Manns vom 18. April 1919), ebenso das Wort vom „Bruderzwist“ (zur Formel geronnen), ein Streit um politische Haltungen, ausgelöst durch Heinrich Manns Essay „Zola“ (1915) in Thomas Manns „Betrachtungen eines Unpolitischen“ (1918) breit entfaltet. Wir werden uns im Seminar nicht nur mit der unterschiedlichen Haltung von Heinrich Mann (Demokrat, Kriegsgegner) und Thomas Mann (Monarchist, Kriegsbefürworter) zum Ersten Weltkrieg befassen, sondern auch Textzeugnisse früherer Differenzen zwischen den Brüdern um ästhetische Fragen näher betrachten (etwa eine Auseinandersetzung um 1903), wie sie zum Beispiel in Briefen und Briefentwürfen der Brüder, aber auch in Zeugnissen Dritter greifbar sind. Insofern geht es auch um Stilfragen, um unterschiedliche literarische Verfahren und Vorlieben, wobei es interessant sein kann, hier exemplarisch zu diskutieren, in welchem Spannungsverhältnis Kunst/Literatur und Politik stehen.";wise20-21;;2020-09;2021-03;mainz;['Heinrich', 'Thomas Mann', 'Thomas Manns', 'Heinrich Manns', 'Thomas Manns', 'Heinrich Mann', 'Thomas Mann'];['Heinrich Mann', 'Thomas Mann']
766;mainz0352;05.067.700 VNDL I/II/III: Romantik;"Inhalt:
Ausgehend von der Auseinandersetzung der Romantiker mit Positionen der Aufklärung und des Klassizismus sowie ausgehend von der philosophischen Auseinandersetzung der Frühromantiker mit der Transzendentalphilosophie Kants und Fichtes versucht die Vorlesung einen Überblick über den Beitrag der Romantik zur ästhetischen Erfindung der Moderne um 1800 zu geben. Dargelegt wird das Innovationsspektrum programmatischer Entwürfe zur romantischen Poesie sowie deren poetologische, literaturtheoretische und kulturhistorische Voraussetzungen. Einen besonderen Schwerpunkt wird das Zusammenspiel von Wahrnehmen, Wissen und Erzählen in wichtigen literarischen Texten der Epoche bilden: Dabei gilt es, die konstitutive Rolle der Einbildungskraft, grenzüberschreitende Konzepte wie die Neue Mythologie, die Ironie, die romantische Religiosität, Enzyklopädistik und Naturphilosophie oder das Wunderbare, das Phantastische und Groteske ebenso in den Blick zu nehmen wie das Verhältnis romantischer Texte zu anderen Künsten und Wissenschaften. Zu lesen sind zunächst folgende Texte: Wilhelm Heinrich Wackenroder: Herzensergießungen eines kunstliebenden Klosterbruders, Ludwig Tieck: Der blonde Eckbert, Novalis: Die Lehrlinge zu Sais, Heinrich von Kleist: Die heilige Cäcilie oder die Gewalt der Musik, Friedrich de la Motte Fouqué: Undine, E.T.A. Hoffmann: Der Sandmann, Clemens Brentano: Die Geschichte vom braven Kasperl und dem schönen Annerl, Achim von Arnim: Der tolle Invalide auf dem Fort Ratonneau, Joseph von Eichendorff: Das Marmorbild.";wise20-21;;2020-09;2021-03;mainz;['Kants', 'Fichtes', 'Wilhelm Heinrich Wackenroder', 'Ludwig Tieck', 'Eckbert', 'Novalis', 'Heinrich von Kleist', 'Cäcilie', 'Friedrich de la Motte Fouqué', 'E.T.A. Hoffmann', 'Clemens Brentano', 'Kasperl', 'Annerl', 'Achim von Arnim', 'Joseph von Eichendorff'];
767;mainz0353;05.067.1130 HNDL/SFNL I-V (Master): Das Interessante;"Inhalt:
Interessant ist das, was uns aufmerksam werden lässt und uns niederschwellig und unverbindlich dazu anregt, es gelegentlich näher zu betrachten. Nachdem sich 'Interesse‘ in der französischen Dramentheorie des 17. Jahrhunderts festgesetzt hatte, wurde das Interessante im 18. Jahrhundert zu einer ästhetischen Schlüsselkategorie. Es hebt sich zunächst noch vom adelstypischen Gegenbegriff der Langeweile ab, wird dann aber bei Du Bos zu einer allgemeinen Qualität des ästhetischen Gegenstands. Im deutschsprachigen Raum wird das Interessante durch Friedrich Justus Riedel und Johann Georg Sulzer zu einem ästhetischen Wertbegriff, der sich von Anfang an mit ökonomischen Aspekten verbindet. Christian Garve entwickelt daraus eine Poetik des Interessanten, die Literatur in den Dienst der Lebenserschließung und Lebensberatung stellt. Ihm opponiert die Autonomieästhetik Kants, in der Interesselosigkeit zur Voraussetzung für den Umgang mit ästhetischen Gegenständen wird. Das wird von Friedrich Schlegel historisiert: Während in der Antike das Schöne vielleicht noch interesselos wahrgenommen werden konnte, ist für die Moderne das Interessante (leider?) zum Grundbegriff einer vom Buchmarkt abhängigen Literatur und eine Kategorie der Selbstbeschreibung ihrer Akteure geworden. Im 19. und 20. Jahrhundert verliert der Begriff seine Konturen und verschwimmt. Das Seminar fragt auf der Basis der genauen Lektüre von Quellentexten nach den Möglichkeiten und Grenzen einer Aktualisierung des Interessanten in der Gegenwart.";wise20-21;;2020-09;2021-03;mainz;['Du Bos', 'Friedrich Justus Riedel', 'Johann Georg Sulzer', 'Christian Garve', 'Kants', 'Friedrich Schlegel'];
768;mainz0354;05.067.1160 GNDL-V: Einführungsvorlesung Neuere Deutsche Literatur;;wise20-21;;2020-09;2021-03;mainz;;
769;mainz0355;05.067.1130 HNDL/SFNL I-V (Master): Drama und Theater im 18. Jahrhundert;"Inhalt:
Drama und Theater stellen ein außerordentlich interessantes und vielschichtiges Untersuchungsfeld dar, um breite Kenntnisse über Kultur, Ästhetik und Poetik des 18. Jahrhunderts zu erwerben. Dies gilt nicht nur in gattungsgeschichtlicher und -theoretischer Hinsicht, sondern auch mit Blick auf wichtige Umschichtungen in der Auffassung vom Menschen sowie - damit verbunden - auf die diskursive Verbindung von Körper, Geschlecht und Gewalt. Im Seminar sollen deshalb auch literatur- und kulturtheoretische Fragestellungen eine Rolle spielen.  In systematischer und historischer Perspektive ist eine intensive Auseinandersetzung mit Texten u.a. von Gottsched, Lessing, Lenz, Schiller, Goethe und Kleist vorgesehen.";wise20-21;;2020-09;2021-03;mainz;['Gottsched', 'Lessing', 'Lenz', 'Schiller', 'Goethe', 'Kleist'];
770;mainz0356;05.067.1130 HNDL/SFNL I-V (Master): Heinrich von Kleist und seine Zeit;"Inhalt:
In weniger als zehn Lebensjahren schuf Heinrich von Kleist ein Werk, dessen Modernität erst in den letzten Jahrzehnten von der Literaturwissenschaft adäquat gewürdigt wurde, ja einen regelrechten Forschungsboom auslöste. Dieses enorme Interesse beweisen nicht nur unzählige Aufsätze und Monographien, sondern auch die heftigen Kontroversen über eine angemessene Edition seines Œuvres. Das Seminar beschäftigt sich mit der Provokation, die Kleists Werk im Spannungsfeld zwischen Klassik und Romantik darstellte und die bis heute fortwirkt.

Voraussetzung für eine sinnvolle Teilnahme ist die Lektüre sämtlicher Erzählungen und Dramen, was angesichts des schmalen Gesamtwerks keine Zumutung sein sollte. Es empfiehlt sich dazu die Anschaffung der zweibändigen, von Helmut Sembdner herausgegebenen Werkausgabe im Deutschen Taschenbuchverlag.";wise20-21;;2020-09;2021-03;mainz;['Heinrich von Kleist', 'Kleists', 'Helmut Sembdner'];['Heinrich von Kleist']
771;mainz0357;05.067.1130 HNDL/SFNL I-V (Master): Literatur der Weimarer Republik;"Inhalt:
Das Seminar knüpft thematisch und strukturell an den Fragenkomplex an, der hier: https://www.germanistik.uni-mainz.de/lehre/?event_id=372795271283222 erkundet wurde. Dazu werden die dortigen Voraussetzungen und Ergebnisse eingangs einer kritischen Sichtung unterzogen. Auf dieser Grundlage soll die Perspektive um neue Themenfelder erweitert werden, darunter etwa: Erich Maria Remarque („Im Westen nichts Neues“, 1929) als Stimme einer Generation; der Generationenwechsel in der deutschsprachigen Verlagslandschaft ab 1918 sowie Transformationen der „Jugendbewegungen“ in der Weimarer Republik.";wise20-21;;2020-09;2021-03;mainz;['Erich Maria Remarque'];
772;mainz0358;05.067.1130 HNDL/SFNL I-V (Master): Schriftstellerselbstdarstellungen in der Moderne;"Inhalt:
Wie und was schreiben Schriftsteller und Schriftstellerinnen über sich? Welches Image hat der schreibende Beruf bei den Schreibenden in der Moderne, in der neben dem Buch und anderen Printmedien andere mediale Formen präsent sind und möglicherweise das tradierte Bild des „Dichters“ (der „Dichterin“?) als antiquiert erscheinen lassen? Oder wird das tradierte Bild im Gegenteil gerade kultiviert? Wie ‚realistisch‘ gestalten sich die Selbstdarstellungen der literarisch Schreibenden? Sind Selbstfiktionalisierungen erkennbar? Um Fragen wie diese geht in diesem Seminar. Wir werden uns zunächst selbstbeschreibende Texte von Autoren und Autorinnen in der Weimarer Republik ansehen und zwar die handschriftlichen Lebensläufe von Mitgliedern der Sektion für Dichtkunst der Preußischen Akademie der Künste, die online verfügbar sind. (Hinweis: Es handelt sich hier um handschriftliches Material, oft in Kurrentschrift, in die Sie also Gelegenheit hätten, sich einzuarbeiten.) Dann werden wir exemplarisch einige zwischen 1900 bis 1933 geschriebene Texte, die als autobiografische Äußerungen ausgewiesen sind, in den Blick nehmen, um in den entworfenen Autorprofilen nach Formen der Selbststilisierung und nach literarischen Strategien zu fragen.";wise20-21;;2020-09;2021-03;mainz;;
773;mainz0359;05.067.1130 HNDL/SFNL I-V (Master): Alfred Döblin;"Inhalt:
Alfred Döblin ist einer der bedeutendsten Autoren deutscher Sprache. Mit seinem Montageroman Berlin Alexanderplatz (1929) setzt Döblin die Großstadt poetisch in Szene, wobei er auf andere Medien (Zeitung, Journale, Radio und Film) zurückgreift. Im Rahmen des Seminars wollen wir nicht nur Döblins wichtiges Werk analysieren, sondern auch unbekanntere künstlerische Projekte seines Früh- und Spätwerks betrachten. Hierzu gehört neben Döblins Rundfunkbeiträge in dem Zeitraum von 1946 bis 1952 auch die von ihm herausgegebene Nachkriegszeitschrift Das Goldene Tor (1946 bis 1951). Dabei werden wir danach fragen, wie Döblin die Medien seiner Zeit nutzt, um Themen wie Krieg und Katastrophe zu kommentieren.";wise20-21;;2020-09;2021-03;mainz;['Alfred Döblin', 'Döblin', 'Döblins', 'Döblins', 'Döblin'];['Alfred Döblin']
774;mainz0360;05.067.700 VNDL I/II/III: Lektüren zur Gewaltthematik;"Inhalt:
Gewalt kann als Signatur der Moderne begriffen werden. Vor dem Hintergrund einer historischen Perspektivierung soll in der Vorlesung der Frage nachgegangen werden, wie die Gewaltgeschichte Europas bis heute den literarischen und filmischen Ausdruck prägt. An ausgewählten Lektüren von Literatur- und Filmbeispielen wird dabei der Gewaltbegriff expliziert werden.";wise20-21;;2020-09;2021-03;mainz;;
775;mainz0361;05.067.1130 HNDL/SFNL I-V (Master): Nation, Nationalliteratur, Nationalismus;"Inhalt:
 
Ein soziologischer Klassiker des amerikanischen Politikwissenschaftlers Benedict Anderson, Originaltitel Imagined Communities (1983), trägt in der deutschen Übersetzung den vielzitierten Titel Die Erfindung der Nation. Er provoziert die von Liebhaber*innen des Nationalstaats gepflegte Vorstellung, die Nation sei eine naturgegebene, jeder politischen Verfasstheit historisch wie logisch vorausgesetzte Einheit der unter ihr subsumierten Klassen, Geschlechter, Individuen.
Die Anfänge dieser Vorstellung lässt sich für den deutschen Sprachraum auf das 18. Jahrhundert datieren, und es ist nicht zuletzt die Literatur, die zu ihrer Durchsetzung beiträgt. Als Nationalliteratur aufgefasst, soll sie die Einheit der deutschen Sprache und Kultur noch vor jeder staatlich zentralisierten Herrschaft verbürgen. Dieses neue Konzept hat bei einigen literarischen Zeitgenossen ihrer Geburtsstunde für Unverständnis gesorgt (z.B. bei Wieland) und ist auch später immer wieder Gegenstand der Kritik geworden (Heine, Brecht). Auch das Projekt der Weltliteratur (Goethe, Marx) ist als Kritik einer nationalen Verengung der Literatur zu verstehen.
Im Seminar soll es darum gehen, die Karriere des Begriffs der Nationalliteratur seit dem 18. Jahrhundert zu verfolgen und seinen Zusammenhang zum – zeitlich und ideologisch – parallelen Nationalismus zu erkunden. Bezüge zur Gegenwart stellen sich dabei fast zwangsläufig her. Darüber hinaus soll auch ein Blick darauf geworfen werden, welche Relevanz die Vorstellung einer national begrenzten Literatur für die Konstitution der Nationalphilologien (darunter der Germanistik) gehabt hat. Auch die in der Zeit der deutschen ‚Teilung‘ debattierte Frage, wie viele deutsche Literaturen es unter den Bedingungen einer deutschen Zweistaatlichkeit gebe, kann eine Rolle spielen.
Autor*innen, die Behandlung verdienen, sind neben den bereits genannten auch Johann Gottfried Herder, Heinrich von Kleist, Ernst Moritz Arndt, Anna Seghers, Johannes R. Becher u.v.a. Gelesen werden sowohl programmatische Äußerungen als auch literarische Texte.";wise20-21;;2020-09;2021-03;mainz;['Benedict Anderson', 'Wieland', 'Heine', 'Brecht', 'Goethe', 'Marx', 'Johann Gottfried Herder', 'Heinrich von Kleist', 'Ernst Moritz Arndt', 'Anna Seghers', 'Johannes R. Becher'];
776;mainz0362;05.067.700 VNDL I/II/III: Autobiographie;"Inhalt:
Die Vorlesung beschäftigt sich mit Theorie und Geschichte der Darstellung des eigenen Lebens. Die Autobiographie gehört zu den nichtfiktionalen Gattungen und ist durch die Identität von Autor/Autorin, Erzähler/Erzählerin und Protagonist/Protagonistin definiert. Diese Identität ist allerdings nicht einfach 'gegeben‘, sondern muss jeweils durch narrative Verfahren hergestellt werden. Dabei kommen auch fiktionale und poetische Mittel zum Einsatz. Im Idealfall wird am Ende eine interessante Lebensform sichtbar, die als Modell fungieren und an der sich die Leserinnen und Leser abarbeiten können. Die Vorlesung führt in den Stand der Theorienbildung ein und konzentriert sich in historischer Perspektive auf die deutschsprachige Autobiographie seit dem Mittelalter unter Einschluss der Autobiograhien von Frauen. In exemplarischer Absicht werden die Autobiographien von Goethe (Dichtung und Wahrheit), Fontane (Meine Kinderjahre), Walter Benjamin (Berliner Kindheit um 1900), Peter Weiss (Abschied von den Eltern) und Thomas Bernhard (Die Ursache, etc.) analysiert.";wise20-21;;2020-09;2021-03;mainz;['Goethe', 'Fontane', 'Walter Benjamin', 'Peter Weiss', 'Thomas Bernhard'];
777;mainz0363;05.067.1180 GNDL-PS C: Einführungsproseminar Neuere Deutsche Literatur;"Inhalt:
Die Lehrveranstaltung zur Einführung in die Literaturwissenschaft soll den Studienanfänger/innen Grundkenntnisse vermitteln, die er für den literaturwissenschaftlichen Teil des Germanistikstudiums benötigt. Es soll mit wichtigen Hilfsmitteln literaturwissenschaftlichen Arbeitens und grundlegenden Arbeitstechniken bekanntmachen und zugleich zur Reflexion der Ziele und Methoden hinführen, in deren Dienst sie stehen.";sose21;;2021-04;2021-08;mainz;;
778;mainz0364;05.067.1130 HNDL/SFNL I-V (Master): Goethes Faust I und II;;sose21;;2021-04;2021-08;mainz;;['Goethes']
779;mainz0365;05.067.1180 GNDL-PS F: Einführungsproseminar Neuere Deutsche Literatur;"Inhalt:
Die Lehrveranstaltung zur Einführung in die Literaturwissenschaft soll den Studienanfänger/innen Grundkenntnisse vermitteln, die für den literaturwissenschaftlichen Teil des Germanistikstudiums benötigt werden. Sie soll mit wichtigen Hilfsmitteln literaturwissenschaftlichen Arbeitens und grundlegenden Arbeitstechniken bekanntmachen und zugleich zur Reflexion der Ziele und Methoden hinführen, in deren Dienst sie stehen. In einem ersten Teil werden Begriffsklärungen vorgenommen und Theorien der Literatur diskutiert, im zweiten Teil geht es ahand von Beispieltexten aus der neueren deutschen Literatur um theoretische Aspekte der drei Hauptgattungen (Lyrik, Epik, Drama) und um das Instrumentarium zu ihrer Analyse. ";sose21;;2021-04;2021-08;mainz;;
780;mainz0366;05.067.700 VNDL I/II/III: Goethes Lyrik;"Inhalt:
Goethes Gedichte haben das frühneuzeitliche Gattungsverständnis radikal umgestaltet und die bis heute dominierende Vorstellung von lyrischer Dichtung entscheidend geprägt. Durch strukturierte Übersichten über den Forschungsstand und textgenaue Analysen soll der Neueinsatz dieser Texte und ihr innerer Zusammenhang näher bestimmt werden. Im Einzelnen geht es um die konventionellen anakreontischen Anfänge (z.B. An Annetten), die elektrisierenden Innovationen des Sturm-und-Drang (z.B. Prometheus), die abgründigen Gebilde des ersten Weimarer Jahrzehnts (z.B. Wandrers Nachtlied, An den Mond, Harzreise im Winter, Erlkönig), die erotischen Experimente und ‚klassischen’ Abklärungen nach der Rückkehr aus Italien (z.B. Römische Elegien, Alexis und Dora, Die Braut von Korinth, Die Metamorphose der Pflanzen, Sonette, Das Tagebuch), die interkulturelle Lyrik der Divan-Epoche, sowie um die lakonische Symbolik der Altersgedichte (z.B. Dem aufgehenden Vollmonde, Dornburg. September 1828). Auf diese Weise soll die durchgehende Intention und der Variationsreichtum von Goethes Lyrik als „Liebewerk“ (Vermächtnis) deutlich werden.";sose21;;2021-04;2021-08;mainz;['Goethes', 'Goethes'];['Goethes']
781;mainz0367;05.067.1130 HNDL/SFNL I-V (Master): Erzählende Dinge um 1800;"Inhalt:
Wenn in Texten Dinge erzählen, werden andere Perspektiven wahrnehmbar. Welche Geschichten erleben Münzen, Kleidungsstücke oder Schreibfedern? Wie kommen in diesen Texten ökonomische und narrative Prozesse zusammen? Welche Rolle spielt darin der Mensch? Welche Praktiken werden in den Texten angesprochen (etwa die Herstellung von Papier, Kleidung, Möbeln)? Welche Rolle spielen Wissen und Unterhaltung in diesen Erzählungen? Das Seminar analysiert die Erzählweisen dieser ‚It-Narratives‘ (vgl. die vierbändige englische Anthologie, hg. v. Mark Blackwell) in Bezug auf ihre historische Situation und verbindet sie mit methodischen Ansätzen der Material Culture Studies (oder: Materielle Kultur) und der Thing Theory (vgl. etwa: Bill Brown).

Die Texte werden als pdf zur Verfügung gestellt.";sose21;;2021-04;2021-08;mainz;['Mark Blackwell', 'Bill Brown'];
782;mainz0368;05.067.1180 GNDL-PS E: Einführungsproseminar Neuere Deutsche Literatur;"Inhalt:
Die Lehrveranstaltung führt in die Grundlagen des Faches Neuere deutsche Literaturwissenschaft ein. Im ersten Teil wird geklärt, was man unter Literatur und speziell unter Neuerer deutscher Literatur versteht, es werden exemplarisch die methodischen Zugänge des Faches diskutiert und es wird in seine fortwirkenden alteuropäischen Voraussetzungen eingeführt (Rhetorik, Poetik, Stilistik). Im zweiten Teil des Proseminars werden an literarischen Beispielen die Hauptgattungen der deutschen Literatur (Lyrik, Prosa, Drama) und die zugehörigen Analyseverfahren behandelt. Darüber hinaus werden die Grundlagen des Bibliographierens und des wissenschaftlichen Arbeitens eingeübt. ";sose21;;2021-04;2021-08;mainz;;
